,ligand,receptor,novel,species
5624,FGF23,FGFR3,-,Human
5625,TGFB3,ENG,-,Human
5626,TGFB3,ACVRL1,-,Human
5627,INHBA,ENG,-,Human
5628,EPHB6,EFNB2,-,Human
5629,EFNB2,EPHB6,-,Human
5630,PECAM1,EFNB2,-,Human
5631,EFNB2,PECAM1,-,Human
5632,GRM5,EFNB2,-,Human
5633,EFNB2,GRM5,-,Human
5634,EFNB2,EPHA4,-,Human
5635,EPHA4,EFNB2,-,Human
5636,EFNB2,EPHA6,-,Human
5637,EPHA6,EFNB2,-,Human
5638,EFNB2,GRM1,-,Human
5639,GRM1,EFNB2,-,Human
5642,C3,CD19,-,Human
5643,C3,CD46,-,Human
5644,C3,C5AR2,-,Human
5645,C3,CD81,-,Human
5646,AANAT,MTNR1B,-,Human
5647,AANAT,MTNR1A,-,Human
5648,APOE,LRP2,-,Human
5649,APOE,LDLR,-,Human
5650,APOE,LRP5,-,Human
5651,APOE,SCARB1,-,Human
5652,APOE,LRP8,-,Human
5653,BMP15,BMPR1A,-,Human
5654,BMP15,BMPR1B,-,Human
5656,F12,GP1BA,-,Human
5657,JAG1,NOTCH4,-,Human
5658,NOTCH4,JAG1,-,Human
5659,CRP,OLR1,-,Human
5660,NTS,SORT1,-,Human
5663,SEMA6A,PLXNA4,-,Human
5664,PLXNA4,SEMA6A,-,Human
5665,PLXNA2,SEMA6A,-,Human
5666,GDF11,ACVR1B,-,Human
5667,CCL21,CXCR3,-,Human
5668,MMP7,CD44,-,Human
5669,MMP7,CD151,-,Human
5670,MMP7,ERBB4,-,Human
5671,THBS1,CD47,-,Human
5672,THBS1,SDC1,-,Human
5673,THBS1,SDC4,-,Human
5674,THBS1,TNFRSF11B,-,Human
5675,THBS1,CD36,-,Human
5676,ADAM10,EPHA3,-,Human
5677,EPHA3,ADAM10,-,Human
5678,VWF,SELP,-,Human
5679,VWF,TNFRSF11B,-,Human
5680,VWF,GP1BA,-,Human
5681,EGFR,CDH1,-,Human
5682,CDH1,EGFR,-,Human
5683,IGF1R,CDH1,-,Human
5684,CDH1,IGF1R,-,Human
5685,CDH1,PTPRM,-,Human
5686,PTPRM,CDH1,-,Human
5687,PTPRF,CDH1,-,Human
5688,CDH1,PTPRF,-,Human
5689,RIMS2,ABCA1,-,Human
5692,NID1,COL13A1,-,Human
5693,NID1,PTPRF,-,Human
5694,FGF2,SDC1,-,Human
5695,FGF2,FGFR1,-,Human
5696,FGF2,CD44,-,Human
5697,FGF2,SDC3,-,Human
5698,FGF2,SDC4,-,Human
5699,FGF2,GPC4,-,Human
5700,FGF2,SDC2,-,Human
5701,FGF2,FGFRL1,-,Human
5702,FGF2,NRP1,-,Human
5703,WNT5A,LRP5,-,Human
5704,WNT5A,FZD1,-,Human
5705,WNT5A,FZD7,-,Human
5706,WNT5A,FZD8,-,Human
5707,OLFM2,ROBO2,-,Human
5708,KNG1,PLAUR,-,Human
5709,KNG1,SDC2,-,Human
5710,VCAN,EGFR,-,Human
5711,TNC,EGFR,-,Human
5712,TNC,CNTN1,-,Human
5713,EGF,ERBB3,-,Human
5714,ERBB3,EGF,-,Human
5715,EGF,ERBB4,-,Human
5716,ERBB4,EGF,-,Human
5717,SEMA3C,PLXND1,-,Human
5718,SEMA3C,NRP1,-,Human
5719,SEMA3A,NRP2,-,Human
5720,WNT2,FZD1,-,Human
5721,WNT2,FZD8,-,Human
5722,WNT2,FZD5,-,Human
5724,CD9,ADAM2,-,Human
5725,ADAM2,CD9,-,Human
5726,TIMP3,AGTR2,-,Human
5727,DHH,BOC,-,Human
5728,DHH,CDON,-,Human
5729,FGF7,FGFR1,-,Human
5730,IGFBP4,FZD8,-,Human
5731,CGN,F11R,-,Human
5732,F11R,CGN,-,Human
5734,FGF18,FGFR4,-,Human
5735,FGF18,FGFR1,-,Human
5736,FGF18,FGFR3,-,Human
5737,CRH,MC2R,-,Human
5738,SERPING1,SELE,-,Human
5740,WNT3A,FZD5,-,Human
5741,WNT3A,APCDD1,-,Human
5742,WNT3A,FZD7,-,Human
5743,WNT7A,FZD9,-,Human
5744,DKK2,KREMEN2,-,Human
5745,CXCL13,CCR10,-,Human
5746,GDF6,BMPR1B,-,Human
5747,WNT4,FZD2,-,Human
5748,ACE,BDKRB2,-,Human
5749,ACE,AGTR2,-,Human
5750,AGRP,SDC3,-,Human
5752,HCRT,NPFFR2,-,Human
5753,ABCA1,SHANK1,-,Human
5754,SHANK1,ABCA1,-,Human
5755,SSTR2,SHANK1,-,Human
5756,SHANK1,SSTR2,-,Human
5757,WNT1,FZD9,-,Human
5758,FGF19,FGFR2,-,Human
5759,FGF19,FGFR1,-,Human
5760,FGF19,FGFR3,-,Human
5761,BMP10,ENG,-,Human
5762,TGFA,ERBB4,-,Human
5763,IHH,BOC,-,Human
5764,IHH,CDON,-,Human
5765,PF4,FGFR2,-,Human
5766,PF4,SDC2,-,Human
5767,PF4,LDLR,-,Human
5768,PF4,THBD,-,Human
5772,SPINK1,NRSN1,-,Human
5773,CSF2,IL3RA,-,Human
5774,CSF2,SDC2,-,Human
5775,SHH,GPC5,-,Human
5776,SHH,CDON,-,Human
5777,COL1A2,CD44,-,Human
5778,COL1A2,CD36,-,Human
5779,COL14A1,CD44,-,Human
5781,IGF1,INSR,-,Human
5787,PCSK9,VLDLR,-,Human
5788,SEMA3E,PLXND1,-,Human
5789,COL3A1,DDR2,-,Human
5790,COL3A1,MAG,-,Human
5791,COL3A1,DDR1,-,Human
5792,IL13,IL2RG,-,Human
5793,CXCL10,SDC4,-,Human
5795,RPSA,PRND,-,Human
5796,PRND,RPSA,-,Human
5797,HMMR,HAS2,-,Human
5798,HAS2,HMMR,-,Human
5799,CD44,HAS2,-,Human
5800,HAS2,CD44,-,Human
5803,F2,THBD,-,Human
5804,F2,GP1BA,-,Human
5805,INHBC,ACVR2B,-,Human
5806,INHBC,ACVR1B,-,Human
5807,CCL19,CCR10,-,Human
5808,PLG,F3,-,Human
5809,LPL,VLDLR,-,Human
5810,ADAM17,ERBB4,-,Human
5811,FGF5,FGFR3,-,Human
5812,GNAI2,ADRA2B,-,Human
5813,ADRA2B,GNAI2,-,Human
5814,GNAI2,DRD2,-,Human
5815,DRD2,GNAI2,-,Human
5816,GNAI2,TSHR,-,Human
5817,TSHR,GNAI2,-,Human
5818,GNAI2,AGTR2,-,Human
5819,AGTR2,GNAI2,-,Human
5820,ANGPT2,TIE1,-,Human
5821,CALR,TSHR,-,Human
5822,FGF8,FGFR1,-,Human
5823,FGF8,FGFR3,-,Human
5824,MMP1,CD44,-,Human
5825,SEMA6D,TREM2,-,Human
5826,TREM2,SEMA6D,-,Human
5827,SEMA6D,PLXNA1,-,Human
5828,PLXNA1,SEMA6D,-,Human
5829,BGN,TLR4,-,Human
5830,EPHB6,EFNA5,-,Human
5831,EFNA5,EPHB6,-,Human
5832,EPHB2,EFNA5,-,Human
5833,EFNA5,EPHB2,-,Human
5837,CTHRC1,FZD3,-,Human
5838,CNTN2,CNTNAP2,-,Human
5839,CNTNAP2,CNTN2,-,Human
5840,CNTN2,CNTN1,-,Human
5841,CNTN1,CNTN2,-,Human
5842,SLIT3,ROBO2,-,Human
5843,FGF3,FGFR1,-,Human
5844,FGF3,FGFR3,-,Human
5846,C1QTNF1,AVPR2,-,Human
5848,PTN,SDC1,-,Human
5849,PTN,SDC3,-,Human
5850,PTN,PTPRZ1,-,Human
5852,RHAG,ICAM4,-,Human
5853,ICAM4,RHAG,-,Human
5854,TNFSF13,TNFRSF14,-,Human
5855,TNFSF13,FAS,-,Human
5856,FN1,CD44,-,Human
5857,FN1,TMPRSS6,-,Human
5858,FN1,COL13A1,-,Human
5859,FN1,TSHR,-,Human
5860,FN1,MAG,-,Human
5861,COL18A1,GPC4,-,Human
5862,RSPO3,FZD8,-,Human
5863,COL9A1,MAG,-,Human
5865,NRP2,SEMA4F,-,Human
5866,SEMA4F,NRP2,-,Human
5868,FGF17,FGFR1,-,Human
5869,F8,LDLR,-,Human
5870,CCL28,ACKR2,-,Human
5871,TGM2,ITGB1,-,Human
5872,TGM2,ITGB3,-,Human
5874,TGFB2,ENG,-,Human
5875,CCN2,NTRK1,-,Human
5876,EFNA3,EPHB1,-,Human
5877,EPHB1,EFNA3,-,Human
5878,NGF,SORCS3,-,Human
5879,L1CAM,CNTN1,-,Human
5880,COL11A1,DDR1,-,Human
5881,GNAS,CRHR1,-,Human
5883,CEL,CXCR4,-,Human
5884,MMP9,CD44,-,Human
5885,MMP9,EPHB2,-,Human
5887,COL9A2,MAG,-,Human
5888,GDF5,ROR2,-,Human
5889,HSPG2,SDC1,-,Human
5890,HSPG2,COL13A1,-,Human
5891,COL5A2,DDR1,-,Human
5892,HLA-E,KLRD1,-,Human
5893,KLRD1,HLA-E,-,Human
5895,NDP,LGR4,-,Human
5898,UCN3,CRHR1,-,Human
5900,COL2A1,MAG,-,Human
5901,COL2A1,DDR1,-,Human
5902,FGF9,FGFR2,-,Human
5903,FGF9,FGFR1,-,Human
5911,POMC,OPRM1,-,Human
5914,C4A,C5AR2,-,Human
5915,NTF3,NTRK1,-,Human
5916,FGF16,FGFR2,-,Human
5920,ADCYAP1,SCTR,-,Human
5923,TNFSF13,TNFRSF1A,-,Human
5924,LTB,TNFRSF1A,-,Human
5925,IL2,NGFR,-,Human
5926,PYY,FAP,-,Human
5927,NPY,FAP,-,Human
5928,INHBA,TGFBR3,-,Human
5929,PROC,PROCR,-,Human
5930,PF4,PROCR,-,Human
5932,PLG,PLGRKT,-,Human
5934,WNT7A,FZD10,-,Human
5935,GNAI2,OPRD1,-,Human
5936,OPRD1,GNAI2,-,Human
5937,SELL,PODXL2,-,Human
5938,PODXL2,SELL,-,Human
5939,VCAN,SELL,-,Human
5940,SELL,CD34,-,Human
5941,CD34,SELL,-,Human
5942,CFH,SELL,-,Human
5943,INHBC,ACVR2A,-,Human
5944,NODAL,ACVR2A,-,Human
5945,BMP15,ACVR2A,-,Human
5946,GDF11,ACVR2A,-,Human
5947,GDF5,ACVR2A,-,Human
5948,A2M,LRP1,-,Human
5949,SERPINE2,LRP1,-,Human
5950,MMP13,LRP1,-,Human
5951,APOE,LRP1,-,Human
5952,MMP9,LRP1,-,Human
5953,MDK,LRP1,-,Human
5954,C3,LRP1,-,Human
5955,THBS1,LRP1,-,Human
5956,C1QB,LRP1,-,Human
5957,F8,LRP1,-,Human
5958,CCN2,LRP1,-,Human
5959,LPL,LRP1,-,Human
5960,LIPC,LRP1,-,Human
5961,PSAP,LRP1,-,Human
5962,WNT3A,LRP1,-,Human
5963,ASIP,MC3R,-,Human
5964,F12,CD93,-,Human
5965,COL4A3,CD93,-,Human
5966,COL4A2,CD93,-,Human
5967,COL4A4,CD93,-,Human
5968,MBL2,CD93,-,Human
5969,COL1A2,CD93,-,Human
5970,COL4A1,CD93,-,Human
5971,C1QA,CD93,-,Human
5974,TNFSF4,TRAF2,-,Human
5975,TRAF2,TNFSF4,-,Human
5976,TNF,TRAF2,-,Human
5978,SHH,SMO,-,Human
5979,CCL8,ACKR4,-,Human
5981,AGT,MAS1,-,Human
5985,BDNF,SORT1,-,Human
5986,GNAI2,MTNR1B,-,Human
5987,MTNR1B,GNAI2,-,Human
5989,FGF19,KLB,-,Human
5990,LAMA1,NT5E,-,Human
5991,FN1,NT5E,-,Human
5992,BGN,TLR2,-,Human
5993,VCAN,TLR2,-,Human
5994,IGFBP4,LRP6,-,Human
5995,RSPO1,LRP6,-,Human
5996,SOST,LRP6,-,Human
5997,DKK2,LRP6,-,Human
5999,TYROBP,SEMA6D,-,Human
6000,SEMA6D,TYROBP,-,Human
6002,THBS2,NOTCH3,-,Human
6003,INHBC,ACVR1,-,Human
6004,INHBB,ACVR1,-,Human
6005,GDF5,ACVR1,-,Human
6006,TGFB2,ACVR1,-,Human
6007,GPC3,CD81,-,Human
6008,CD81,GPC3,-,Human
6009,VCAN,SELP,-,Human
6010,SELP,CD34,-,Human
6011,CD34,SELP,-,Human
6012,SERPING1,SELP,-,Human
6013,MDK,LRP2,-,Human
6014,PLAU,LRP2,-,Human
6015,LRPAP1,LRP2,-,Human
6016,LRP2,LRPAP1,-,Human
6017,AGT,LRP2,-,Human
6018,ALB,LRP2,-,Human
6019,INS,LRP2,-,Human
6020,CUBN,LRP2,-,Human
6021,LRP2,CUBN,-,Human
6022,SCGB1A1,LRP2,-,Human
6023,LPL,LRP2,-,Human
6024,LCN2,LRP2,-,Human
6025,GREM1,KDR,-,Human
6026,TIMP3,KDR,-,Human
6027,KDR,SEMA6D,-,Human
6028,SEMA6D,KDR,-,Human
6029,COL18A1,KDR,-,Human
6030,COL18A1,GPC1,-,Human
6036,SEMA3D,NRP1,-,Human
6037,SEMA3E,NRP1,-,Human
6038,FGF1,NRP1,-,Human
6039,FGF7,NRP1,-,Human
6044,AREG,ERBB3,-,Human
6045,ERBB3,AREG,-,Human
6046,BTC,ERBB3,-,Human
6047,SCGB1A1,LMBR1L,-,Human
6048,GPC3,IGF1R,-,Human
6049,ERBB2,SEMA4D,-,Human
6050,SEMA4D,ERBB2,-,Human
6051,HLA-A,ERBB2,-,Human
6052,ERBB2,HLA-A,-,Human
6053,ERBB2,L1CAM,-,Human
6054,L1CAM,ERBB2,-,Human
6055,TGFA,ERBB2,-,Human
6056,BTC,ERBB2,-,Human
6057,EFEMP1,EGFR,-,Human
6058,FGL1,EGFR,-,Human
6059,SPINK1,EGFR,-,Human
6060,EPHA1,EFNA3,-,Human
6061,EFNA3,EPHA1,-,Human
6064,NTF3,NTRK2,-,Human
6065,RBP3,NOTCH1,-,Human
6066,PLAU,ST14,-,Human
6067,GNAI2,ADRA2A,-,Human
6068,ADRA2A,GNAI2,-,Human
6070,PENK,OGFR,-,Human
6071,FGF21,FGFR4,-,Human
6072,FGF3,FGFR4,-,Human
6073,FGF5,FGFR4,-,Human
6074,FGF17,FGFR4,-,Human
6075,FGF16,FGFR4,-,Human
6076,FGF9,FGFR4,-,Human
6077,FGF8,FGFR4,-,Human
6079,SOST,LRP5,-,Human
6080,CXCL3,CXCR1,-,Human
6081,CXCL2,CXCR1,-,Human
6082,PLG,F2RL1,-,Human
6083,TNFSF13,TNFRSF11B,-,Human
6084,FN1,TNFRSF11B,-,Human
6088,NPY,MC4R,-,Human
6089,ASIP,MC4R,-,Human
6090,C4A,C3AR1,-,Human
6091,CALR,MTNR1A,-,Human
6092,RELN,LRP8,-,Human
6093,AHSG,INSR,-,Human
6094,F2,GP9,-,Human
6095,CD6,ALCAM,-,Human
6096,ALCAM,CD6,-,Human
6097,GNAI2,CHRM1,-,Human
6098,CHRM1,GNAI2,-,Human
6099,LAMA3,SDC2,-,Human
6100,TNFSF13,SDC2,-,Human
6101,SERPINC1,SDC2,-,Human
6102,FN1,SDC2,-,Human
6103,NPY,NPFFR2,-,Human
6104,CXCL2,XCR1,-,Human
6105,C1QA,CSPG4,-,Human
6107,ASIP,MC5R,-,Human
6108,GHRL,GHRHR,-,Human
6111,CCL4,CCR8,-,Human
6112,GNAS,VIPR1,-,Human
6113,GHRL,GPR39,-,Human
6114,F11,GP1BA,-,Human
6117,CCL25,CCR10,-,Human
6118,CCL7,CCR10,-,Human
6119,CCL5,CCR4,-,Human
6122,POMC,MC2R,-,Human
6123,ASIP,MC2R,-,Human
6124,F10,F3,-,Human
6125,F7,F3,-,Human
6126,BMP2,HJV,-,Human
6127,MMP12,PLAUR,-,Human
6128,FGF17,FGFR3,-,Human
6129,FGF16,FGFR3,-,Human
6130,LEFTY2,ACVR2B,-,Human
6133,CCN2,ERBB4,-,Human
6135,MDK,SDC3,-,Human
6136,COL5A1,SDC3,-,Human
6138,LAMA2,RPSA,-,Human
6139,LAMA1,RPSA,-,Human
6140,LAMB2,RPSA,-,Human
6141,F8,ASGR2,-,Human
6146,RARRES2,CCRL2,-,Human
6147,MBL2,CALCR,-,Human
6151,COL4A3,CD47,-,Human
6152,ASIP,F11R,-,Human
6153,CCL7,ACKR1,-,Human
6155,MDK,TSPAN1,-,Human
6156,GDF5,BMPR1A,-,Human
6157,MDK,SDC4,-,Human
6158,CXCL12,SDC4,-,Human
6159,CCL5,SDC4,-,Human
6160,BMP7,ENG,-,Human
6161,GDF2,ENG,-,Human
6162,BMP2,ENG,-,Human
6164,VEGFA,EPHB2,-,Human
6167,MEPE,PHEX,-,Human
6168,MDK,SDC1,-,Human
6169,CCL5,SDC1,-,Human
6170,SLIT2,SDC1,-,Human
6171,LAMA1,TMPRSS6,-,Human
6172,KLRD1,B2M,-,Human
6173,MDK,PTPRZ1,-,Human
6174,ANGPT1,ITGB1,-,Human
6175,FGFR1,NCAM1,-,Human
6176,NCAM1,FGFR1,-,Human
6177,FGF1,CD44,-,Human
6178,NCAM1,FGFR2,-,Human
6179,FGFR2,NCAM1,-,Human
6180,SLIT2,ROBO2,-,Human
6181,NCAM1,ROBO1,-,Human
6182,ROBO1,NCAM1,-,Human
6183,SLIT2,ROBO1,-,Human
6184,CCL4,CCR3,-,Human
6185,SPP1,ITGAV_ITGB6,-,Human
6186,FN1,ITGA4_ITGB1,-,Human
6187,FN1,ITGAV_ITGB1,-,Human
6188,FN1,ITGA4_ITGB7,-,Human
6189,FN1,ITGAV_ITGB3,-,Human
6190,VTN,ITGAV_ITGB3,-,Human
6191,VWF,ITGAV_ITGB3,-,Human
6192,TNC,ITGAV_ITGB3,-,Human
6193,IBSP,ITGAV_ITGB3,-,Human
6194,FN1,ITGA2B_ITGB3,-,Human
6195,VTN,ITGA2B_ITGB3,-,Human
6196,VTN,ITGAV_ITGB5,-,Human
6197,IBSP,ITGAV_ITGB5,-,Human
6198,TNC,ITGAV_ITGB6,-,Human
6199,DAG1,LAMA2,-,Human
6200,DAG1,LAMA4,-,Human
6201,DAG1,LAMB1,-,Human
6202,DAG1,LAMB2,-,Human
6203,DAG1,LAMC1,-,Human
6204,DAG1,LAMC2,-,Human
6207,CDH1,ITGA2_ITGB1,-,Human
6208,JAM2,JAM3,-,Human
6209,JAM3,JAM2,-,Human
6210,JAM2,F11R,-,Human
6211,F11R,JAM2,-,Human
6212,NCAM1,L1CAM,-,Human
6213,L1CAM,NCAM1,-,Human
6214,NECTIN2,NECTIN3,-,Human
6215,NECTIN3,NECTIN2,-,Human
6218,L1CAM,ALCAM,-,Human
6219,ALCAM,L1CAM,-,Human
6221,CADM3,CADM1,-,Human
6222,CADM1,CADM3,-,Human
6223,CRTAM,CADM1,-,Human
6224,CADM1,CRTAM,-,Human
6225,CADM1,NECTIN3,-,Human
6226,NECTIN3,CADM1,-,Human
6227,CADM3,NECTIN3,-,Human
6228,NECTIN3,CADM3,-,Human
6229,CCN1,SDC4,-,Human
6230,CCN2,FGFR2,-,Human
6231,CCN2,IGF2R,-,Human
6232,CD9,L1CAM,-,Human
6233,L1CAM,CD9,-,Human
6234,COL18A1,PTPRS,-,Human
6237,PTPRZ1,L1CAM,-,Human
6238,L1CAM,PTPRZ1,-,Human
6239,LTF,LRP11,-,Human
6240,MYOC,FZD1,-,Human
6241,MYOC,FZD10,-,Human
6242,MYOC,FZD3,-,Human
6243,MYOC,FZD4,-,Human
6244,MYOC,FZD7,-,Human
6245,NCAM1,PTPRZ1,-,Human
6246,PTPRZ1,NCAM1,-,Human
6247,NCAM1,ROBO3,-,Human
6248,ROBO3,NCAM1,-,Human
6249,PTDSS1,JMJD6,-,Human
6250,JMJD6,PTDSS1,-,Human
6251,PTDSS1,SCARB1,-,Human
6252,SCARB1,PTDSS1,-,Human
6254,SDC2,PTPRJ,-,Human
6255,PTPRJ,SDC2,-,Human
6256,SERPING1,LRP1,-,Human
6257,SLIT1,SDC1,-,Human
6259,THBS1,PTPRJ,-,Human
6260,TNC,PTPRZ1,-,Human
6262,BMP3,ACVR2A,-,Human
6265,GDF9,FXYD6,-,Human
6266,GDF9,ORAI2,-,Human
6267,PLAUR,LRP1B,-,Human
6268,LRP1B,PLAUR,-,Human
6269,PSAP,CELSR1,-,Human
6270,PTN,CDH10,-,Human
6272,TNF,LTBR,-,Human
6273,NFASC,CNTN1,-,Human
6274,CNTN1,NFASC,-,Human
6275,C4A,CD46,-,Human
6276,THBS1,ITGA2B_ITGB3,-,Human
6277,MMP2,ITGAV_ITGB3,-,Human
6278,FBN1,ITGA5_ITGB1,-,Human
6279,ITGA5_ITGB1,L1CAM,-,Human
6280,L1CAM,ITGA5_ITGB1,-,Human
6281,ITGA4_ITGB1,JAM2,-,Human
6282,JAM2,ITGA4_ITGB1,-,Human
6283,TGFB1,ITGAV_ITGB6,-,Human
6284,ADM,CALCRL_RAMP2,-,Human
6285,ANGPT1,ITGAV_ITGB5,-,Human
6287,APP_BACE1,TNFRSF21,-,Human
6288,ITGA4_ITGB1,CD14,-,Human
6289,CD14,ITGA4_ITGB1,-,Human
6290,ITGAL_ITGB2,CD226,-,Human
6291,CD226,ITGAL_ITGB2,-,Human
6293,CCN2,ITGA2B_ITGB3,-,Human
6294,CCN2,ITGA5_ITGB1,-,Human
6295,CCN2,ITGAV_ITGB3,-,Human
6296,CX3CL1,ITGA4_ITGB1,-,Human
6297,CX3CL1,ITGAV_ITGB3,-,Human
6298,CCN1,ITGA2B_ITGB3,-,Human
6299,CCN1,ITGA6_ITGB1,-,Human
6300,CCN1,ITGAD_ITGB2,-,Human
6301,CCN1,ITGAV_ITGB3,-,Human
6302,EDIL3,ITGA5_ITGB1,-,Human
6303,EDIL3,ITGAV_ITGB3,-,Human
6304,ESM1,ITGAL_ITGB2,-,Human
6305,FBN1,ITGAV_ITGB3,-,Human
6306,FGG,ITGAV_ITGB3,-,Human
6307,FN1,ITGAD_ITGB2,-,Human
6308,HLA-A,KLRD1,-,Human
6309,KLRD1,HLA-A,-,Human
6310,HSPG2,ITGA2_ITGB1,-,Human
6311,ITGAD_ITGB2,ICAM1,-,Human
6312,ICAM1,ITGAD_ITGB2,-,Human
6313,ITGA2B_ITGB3,ICAM4,-,Human
6314,ICAM4,ITGA2B_ITGB3,-,Human
6315,ITGA4_ITGB1,ICAM4,-,Human
6316,ICAM4,ITGA4_ITGB1,-,Human
6317,ITGAV_ITGB3,ICAM4,-,Human
6318,ICAM4,ITGAV_ITGB3,-,Human
6319,ITGAV_ITGB3,PECAM1,-,Human
6320,PECAM1,ITGAV_ITGB3,-,Human
6322,MDK,ITGB2,-,Human
6323,MET_PLXNB1,SEMA4D,-,Human
6324,SEMA4D,MET_PLXNB1,-,Human
6329,PLG,ITGAD_ITGB2,-,Human
6330,SPP1,ITGA4_ITGB7,-,Human
6331,TGFB1,ITGAV_ITGB1,-,Human
6332,TGFB1,ITGAV_ITGB3,-,Human
6333,TGFB1,ITGAV_ITGB5,-,Human
6334,TGFB1,ITGAV_ITGB8,-,Human
6335,THBS1,ITGA6_ITGB1,-,Human
6336,THBS1,CALR_LRP1,-,Human
6337,VTN,ITGAD_ITGB2,-,Human
6338,C3,CR1L,-,Human
6339,C1QA,CR1L,-,Human
6340,CCL8,CCR10,-,Human
6341,CCL8,CCR4,-,Human
6342,CCL3L1,CCR4,-,Human
6344,LOC101059948,LHCGR,-,Human
6346,PENK,MRGPRX4,-,Human
6347,PLG,LRP2,-,Human
6348,CCL22,ACKR1,-,Human
5300,NLGN1,NRXN1,-,Human
5301,NRXN1,NLGN1,-,Human
5302,NLGN1,NRXN3,-,Human
5303,NRXN3,NLGN1,-,Human
5304,NLGN2,NRXN1,-,Human
5305,NRXN1,NLGN2,-,Human
5306,NLGN2,NRXN3,-,Human
5307,NRXN3,NLGN2,-,Human
5328,NLGN3,NRXN1,-,Human
5329,NRXN1,NLGN3,-,Human
5330,NLGN3,NRXN3,-,Human
5331,NRXN3,NLGN3,-,Human
5344,NLGN3,NRXN2,-,Human
5345,NRXN2,NLGN3,-,Human
5346,NLGN1,NRXN2,-,Human
5347,NRXN2,NLGN1,-,Human
5348,NLGN2,NRXN2,-,Human
5349,NRXN2,NLGN2,-,Human
5354,NXPH1,NRXN1,-,Human
5461,NXPH1,NRXN3,-,Human
5733,NXPH2,NRXN1,-,Human
5834,NXPH3,NRXN1,-,Human
5835,NXPH3,NRXN3,-,Human
5906,NRXN1,RPH3A,-,Human
5907,RPH3A,NRXN1,-,Human
6040,NXPH1,NRXN2,-,Human
6041,NXPH3,NRXN2,-,Human
4722,IL6,IL6ST,-,Human
4762,LIF,LIFR,-,Human
4794,IL6,IL6R,-,Human
4799,OSM,OSMR,-,Human
4816,IL27,IL27RA,-,Human
4817,CTF1,IL6ST,-,Human
4873,CNTF,CNTFR,-,Human
4890,IL11,IL11RA,-,Human
4901,CTF1,LIFR,-,Human
5061,CNTF,IL6ST,-,Human
5062,CNTF,LIFR,-,Human
5063,CLCF1,IL6ST,-,Human
5064,CLCF1,LIFR,-,Human
5154,IL11,IL6ST,-,Human
5172,EBI3,IL6ST,-,Human
5173,EBI3,IL27RA,-,Human
5188,LIF,IL6ST,-,Human
5189,OSM,IL6ST,-,Human
5190,OSM,LIFR,-,Human
5873,CNTF,IL6R,-,Human
6292,CLCF1_CRLF1,CNTFR,-,Human
5325,NTN4,UNC5A,-,Human
5400,NTN1,UNC5C,-,Human
5547,NTN1,UNC5D,-,Human
5548,NTN1,UNC5B,-,Human
5549,NTN1,DCC,-,Human
5550,NTN1,UNC5A,-,Human
5551,NTN1,ADORA2B,-,Human
5552,NTN1,NEO1,-,Human
5801,RGMB,NEO1,-,Human
5802,NEO1,RGMB,-,Human
5847,NTN4,DCC,-,Human
6131,NEO1,RGMA,-,Human
6132,RGMA,NEO1,-,Human
5326,LINGO1,RTN4,-,Human
5327,RTN4,LINGO1,-,Human
5434,OMG,LINGO1,-,Human
5435,LINGO1,OMG,-,Human
5845,RTN4,TNFRSF19,-,Human
5921,RTN4R,RTN4,-,Human
5922,RTN4,RTN4R,-,Human
6032,CNTNAP1,RTN4,-,Human
6033,RTN4,CNTNAP1,-,Human
6116,RTN4,RTN4RL1,-,Human
6263,EFEMP2,CATSPER1,-,Human
6264,EFEMP2,LINGO1,-,Human
4868,GDNF,RET,-,Human
5294,ARTN,GFRA3,-,Human
5321,NRTN,RET,-,Human
5322,NRTN,GFRA1,-,Human
5393,PSPN,GFRA4,-,Human
5442,GDNF,GFRA2,-,Human
5443,GDNF,GFRA1,-,Human
5640,PSPN,RET,-,Human
5641,PSPN,GFRA1,-,Human
5780,NRTN,GFRA2,-,Human
6144,ARTN,GFRA1,-,Human
6145,ARTN,RET,-,Human
4819,PDGFC,PDGFRA,-,Human
4820,PDGFC,PDGFRB,-,Human
4821,PDGFA,PDGFRA,-,Human
4822,PDGFB,PDGFRA,-,Human
4903,PDGFD,PDGFRB,-,Human
5350,PDGFB,PDGFRB,-,Human
5980,PDGFB,ART1,-,Human
5988,PDGFD,PDGFRA,-,Human
5998,PDGFA,PDGFRB,-,Human
6327,SI,PDGFRA,-,Human
6328,SI,PDGFRB,-,Human
6345,SI,ART1,-,Human
5505,IL16,CD4,-,Human
5782,IL16,KCNJ4,-,Human
5783,IL16,KCNJ15,-,Human
5784,IL16,KCNA3,-,Human
5785,IL16,KCNJ10,-,Human
5786,IL16,KCND2,-,Human
5919,PIP,CD4,-,Human
5931,IL16,KCND1,-,Human
6001,IL16,GRIN2D,-,Human
6078,IL16,GRIN2C,-,Human
4712,IL10,IL10RA,-,Human
4811,IL20,IL22RA1,-,Human
4812,IL24,IL22RA1,-,Human
4813,IL19,IL20RA,-,Human
4814,IL20,IL20RA,-,Human
4815,IL24,IL20RA,-,Human
4898,IL22,IL22RA2,-,Human
5169,IL22,IL22RA1,-,Human
5933,IL22,IL10RA,-,Human
4725,IL1A,IL1R1,-,Human
4757,IL1B,IL1R2,-,Human
4761,IL1B,IL1R1,-,Human
5165,IL1A,IL1RAP,-,Human
5166,IL1B,IL1RAP,-,Human
